web-scraper-order,web-scraper-start-url,films,films-href,title,genres,image-src,number
"1678814941-2574","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Georgy Girl (1966)","https://letterboxd.com/film/georgy-girl/","Georgy Girl","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/2/2/3/7/1/22371-georgy-girl-0-230-0-345-crop.jpg?v=5a5e3af8a2","3888"
"1678814943-2575","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Murder Most Foul (1964)","https://letterboxd.com/film/murder-most-foul/","Murder Most Foul","[{""genres"":""mystery""},{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""thriller""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/5/1/3/9/5/51395-murder-most-foul-0-230-0-345-crop.jpg?v=8892881577","3887"
"1678814946-2576","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The House That Screamed (1969)","https://letterboxd.com/film/the-house-that-screamed/","The House That Screamed","[{""genres"":""thriller""},{""genres"":""mystery""},{""genres"":""horror""}]","https://a.ltrbxd.com/resized/film-poster/3/4/2/342-the-house-that-screamed-0-230-0-345-crop.jpg?v=842c7ceb42","3886"
"1678814948-2577","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","One Piece Film: Z (2012)","https://letterboxd.com/film/one-piece-film-z/","One Piece Film: Z","[{""genres"":""fantasy""},{""genres"":""adventure""},{""genres"":""animation""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/1/2/9/3/4/0/129340-one-piece-film-z-0-230-0-345-crop.jpg?v=61af5bc596","3885"
"1678814950-2578","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Tell No One (2006)","https://letterboxd.com/film/tell-no-one/","Tell No One","[{""genres"":""mystery""},{""genres"":""drama""},{""genres"":""crime""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/4/5/8/8/9/45889-tell-no-one-0-230-0-345-crop.jpg?v=35aa6bab26","3884"
"1678814952-2579","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Hurricane (1999)","https://letterboxd.com/film/the-hurricane/","The Hurricane","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/mk/vu/up/p0/6SoTMHbcZ6XItPiEfIe1WzeET3c-0-230-0-345-crop.jpg?v=23e5f1d54f","3883"
"1678814955-2580","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Gambit (1966)","https://letterboxd.com/film/gambit/","Gambit","[{""genres"":""comedy""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/5/5/8/7/0/55870-gambit-0-230-0-345-crop.jpg?v=0e36dbba9c","3882"
"1678814957-2581","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","One Night in Miami... (2020)","https://letterboxd.com/film/one-night-in-miami/","One Night in Miami…","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/8/6/9/4/4/586944-one-night-in-miami--0-230-0-345-crop.jpg?v=cd84f16cc1","3881"
"1678814960-2582","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Ghost in the Shell 2.0 (2008)","https://letterboxd.com/film/ghost-in-the-shell-20/","Ghost in the Shell 2.0","[{""genres"":""action""},{""genres"":""animation""},{""genres"":""science-fiction""}]","https://a.ltrbxd.com/resized/film-poster/4/3/3/5/0/43350-ghost-in-the-shell-2-0-0-230-0-345-crop.jpg?v=3e205dfe12","3880"
"1678814962-2583","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Tangerine (2015)","https://letterboxd.com/film/tangerine/","Tangerine","[{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/3/4/8/1/4/234814-tangerine-0-230-0-345-crop.jpg?v=98d18138c1","3879"
"1678814964-2584","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Tall Blond Man with One Black Shoe (1972)","https://letterboxd.com/film/the-tall-blond-man-with-one-black-shoe/","The Tall Blond Man with One Black Shoe","[{""genres"":""mystery""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/4/8/1/0/44810-the-tall-blond-man-with-one-black-shoe-0-230-0-345-crop.jpg?v=e06c167381","3878"
"1678814966-2585","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Avatar: The Way of Water (2022)","https://letterboxd.com/film/avatar-the-way-of-water/","Avatar: The Way of Water","[{""genres"":""science-fiction""},{""genres"":""action""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/6/3/0/5/8/63058-avatar-the-way-of-water-0-230-0-345-crop.jpg?v=37a1014065","3877"
"1678814969-2586","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Suddenly, Last Summer (1959)","https://letterboxd.com/film/suddenly-last-summer/","Suddenly, Last Summer","[{""genres"":""thriller""},{""genres"":""mystery""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/a3/l2/1v/qg/igma0zn9J5srRvOMDRnxyUDQXJL-0-230-0-345-crop.jpg?v=ca793d0e27","3876"
"1678814971-2587","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","My Grandfather's People (2011)","https://letterboxd.com/film/my-grandfathers-people/","My Grandfather’s People","[{""genres"":""history""},{""genres"":""comedy""},{""genres"":""family""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/6/8/1/5/2/68152-my-grandfather-s-people-0-230-0-345-crop.jpg?v=1aea28d3eb","3875"
"1678814973-2588","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Trailer Park Boys: Say Goodnight to the Bad Guys (2008)","https://letterboxd.com/film/trailer-park-boys-say-goodnight-to-the-bad-guys/","Trailer Park Boys: Say Goodnight to the Bad Guys","[{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/5/3/1/0/35310-trailer-park-boys-say-goodnight-to-the-bad-guys-0-230-0-345-crop.jpg?v=023deefb95","3874"
"1678814976-2589","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Pursuit of Happyness (2006)","https://letterboxd.com/film/the-pursuit-of-happyness/","The Pursuit of Happyness","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/1/0/6/1/51061-the-pursuit-of-happyness-0-230-0-345-crop.jpg?v=40e1747df3","3873"
"1678814978-2590","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Big Eden (2000)","https://letterboxd.com/film/big-eden/","Big Eden","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/3/8/6/2/6/38626-big-eden-0-230-0-345-crop.jpg?v=a0d9174299","3872"
"1678814980-2591","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Waves (2019)","https://letterboxd.com/film/waves-2019/","Waves","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/6/2/5/7/3/462573-waves-0-230-0-345-crop.jpg?v=5a8ec53acd","3871"
"1678814983-2592","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Mukkabaaz (2017)","https://letterboxd.com/film/mukkabaaz/","Mukkabaaz","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/0/1/9/5/2/401952-mukkabaaz-0-230-0-345-crop.jpg?v=351abdc9a0","3870"
"1678814985-2593","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Common Wealth (2000)","https://letterboxd.com/film/common-wealth/","Common Wealth","[{""genres"":""comedy""},{""genres"":""crime""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/4/5/2/6/7/45267-common-wealth-0-230-0-345-crop.jpg?v=7205b71952","3869"
"1678814987-2594","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Support Your Local Sheriff! (1969)","https://letterboxd.com/film/support-your-local-sheriff/","Support Your Local Sheriff!","[{""genres"":""western""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/5/1/7/4/45174-support-your-local-sheriff--0-230-0-345-crop.jpg?v=02d737a25c","3868"
"1678814990-2595","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Side Street (1950)","https://letterboxd.com/film/side-street/","Side Street","[{""genres"":""crime""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/4/0/4/5/5/40455-side-street-0-230-0-345-crop.jpg?v=90cac33e62","3867"
"1678814992-2596","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","My Family (1995)","https://letterboxd.com/film/my-family/","My Family","[{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/5/8/9/1/25891-my-family-0-230-0-345-crop.jpg?v=8e9fa67006","3866"
"1678814994-2597","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Thieves Like Us (1974)","https://letterboxd.com/film/thieves-like-us/","Thieves Like Us","[{""genres"":""romance""},{""genres"":""drama""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/3/0/9/8/6/30986-thieves-like-us-0-230-0-345-crop.jpg?v=8502a4d2ef","3865"
"1678814997-2598","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","April Story (1998)","https://letterboxd.com/film/april-story/","April Story","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/5/6/5/6/5/56565-april-story-0-230-0-345-crop.jpg?v=391f6c6e89","3864"
"1678814999-2599","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Europa (1991)","https://letterboxd.com/film/europa/","Europa","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/7/3/7/9/47379-europa-0-230-0-345-crop.jpg?v=c1e017c40f","3863"
"1678815002-2600","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Chorus (2004)","https://letterboxd.com/film/the-chorus/","The Chorus","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/ag/g7/6e/ka/8nxYEvYYRYNF9JY32eDLgJlZdpl-0-230-0-345-crop.jpg?v=2b7176565a","3862"
"1678815004-2601","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","In a Better World (2010)","https://letterboxd.com/film/in-a-better-world/","In a Better World","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/30/6d/3i/q2/5gGOb4g0hrcHxzZRh7uypdAjg09-0-230-0-345-crop.jpg?v=da69810c8d","3861"
"1678815007-2602","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Kim Ji-young, Born 1982 (2019)","https://letterboxd.com/film/kim-ji-young-born-1982/","Kim Ji-young, Born 1982","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/1/3/8/2/2/513822-kim-ji-young-born-1982-0-230-0-345-crop.jpg?v=0a8980a32a","3860"
"1678815009-2603","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","BLACKPINK: Light Up the Sky (2020)","https://letterboxd.com/film/blackpink-light-up-the-sky/","BLACKPINK: Light Up the Sky","[{""genres"":""music""},{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/6/6/2/8/1/9/662819-blackpink-light-up-the-sky-0-230-0-345-crop.jpg?v=969fdc0071","3859"
"1678815012-2604","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Godzilla vs. Destoroyah (1995)","https://letterboxd.com/film/godzilla-vs-destoroyah/","Godzilla vs. Destoroyah","[{""genres"":""action""},{""genres"":""horror""},{""genres"":""science-fiction""}]","https://a.ltrbxd.com/resized/film-poster/4/4/4/7/6/44476-godzilla-vs-destoroyah-0-230-0-345-crop.jpg?v=cfd87a47f0","3858"
"1678815014-2605","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Why We Fight (2005)","https://letterboxd.com/film/why-we-fight/","Why We Fight","[{""genres"":""documentary""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/4/3/1/9/9/43199-why-we-fight-0-230-0-345-crop.jpg?v=330aafbfc2","3857"
"1678815017-2606","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Trinity Is Still My Name (1971)","https://letterboxd.com/film/trinity-is-still-my-name/","Trinity Is Still My Name","[{""genres"":""comedy""},{""genres"":""western""}]","https://a.ltrbxd.com/resized/film-poster/4/4/9/7/1/44971-trinity-is-still-my-name-0-230-0-345-crop.jpg?v=45d3d0efc5","3856"
"1678815019-2607","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Innocents (2021)","https://letterboxd.com/film/the-innocents-2021/","The Innocents","[{""genres"":""horror""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/5/8/5/9/5/7/585957-the-innocents-0-230-0-345-crop.jpg?v=3d3f493965","3855"
"1678815021-2608","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Flower of My Secret (1995)","https://letterboxd.com/film/the-flower-of-my-secret/","The Flower of My Secret","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/9/4/0/3/49403-the-flower-of-my-secret-0-230-0-345-crop.jpg?v=c9c0baf772","3854"
"1678815024-2609","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Story of the Weeping Camel (2003)","https://letterboxd.com/film/the-story-of-the-weeping-camel/","The Story of the Weeping Camel","[{""genres"":""documentary""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/1/1/5/1/51151-the-story-of-the-weeping-camel-0-230-0-345-crop.jpg?v=2055580a22","3853"
"1678815026-2610","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Field (1990)","https://letterboxd.com/film/the-field/","The Field","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/0/9/9/1/30991-the-field-0-230-0-345-crop.jpg?v=ac149c9f74","3852"
"1678815029-2611","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Incredible Journey (1963)","https://letterboxd.com/film/the-incredible-journey/","The Incredible Journey","[{""genres"":""adventure""},{""genres"":""family""}]","https://a.ltrbxd.com/resized/film-poster/2/6/5/5/6/26556-the-incredible-journey-0-230-0-345-crop.jpg?v=abf80329b9","3851"
"1678815031-2612","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Tai-Chi Master (1993)","https://letterboxd.com/film/tai-chi-master/","Tai-Chi Master","[{""genres"":""thriller""},{""genres"":""action""},{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/5/5/6/3/45563-tai-chi-master-0-230-0-345-crop.jpg?v=5196847051","3850"
"1678815034-2613","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Zu: Warriors from the Magic Mountain (1983)","https://letterboxd.com/film/zu-warriors-from-the-magic-mountain/","Zu: Warriors from the Magic Mountain","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""action""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/film-poster/2/6/3/8/7/26387-zu-warriors-from-the-magic-mountain-0-230-0-345-crop.jpg?v=14d428f253","3849"
"1678815036-2614","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Monsoon Wedding (2001)","https://letterboxd.com/film/monsoon-wedding/","Monsoon Wedding","[{""genres"":""comedy""},{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/1/6/2/6/51626-monsoon-wedding-0-230-0-345-crop.jpg?v=a696b32acd","3848"
"1678815038-2615","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Aferim! (2015)","https://letterboxd.com/film/aferim/","Aferim!","[{""genres"":""history""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/4/7/1/0/9/247109-aferim--0-230-0-345-crop.jpg?v=0e09301099","3847"
"1678815041-2616","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Good Morning, Vietnam (1987)","https://letterboxd.com/film/good-morning-vietnam/","Good Morning, Vietnam","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""war""}]","https://a.ltrbxd.com/resized/sm/upload/s8/9y/90/23/62Ve2yREvobU0qo4DxdSrShh1YO-0-230-0-345-crop.jpg?v=9ac944e058","3846"
"1678815043-2617","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Galaxy Quest (1999)","https://letterboxd.com/film/galaxy-quest/","Galaxy Quest","[{""genres"":""adventure""},{""genres"":""science-fiction""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/5/1/2/2/7/51227-galaxy-quest-0-230-0-345-crop.jpg?v=77947eabcc","3845"
"1678815045-2618","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Rush (2013)","https://letterboxd.com/film/rush-2013/","Rush","[{""genres"":""drama""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/7/9/7/8/7/79787-rush-0-230-0-345-crop.jpg?v=ca082886e5","3844"
"1678815048-2619","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Slacker (1990)","https://letterboxd.com/film/slacker/","Slacker","[{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/9l/jt/qh/fh/ANctor3CiN3ptMogfrRvyiaV2j-0-230-0-345-crop.jpg?v=4b926d96cc","3843"
"1678815050-2620","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","A Tale of Springtime (1990)","https://letterboxd.com/film/a-tale-of-springtime/","A Tale of Springtime","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/3/3/8/2/1/33821-a-tale-of-springtime-0-230-0-345-crop.jpg?v=a6bf6f3362","3842"
"1678815052-2621","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Batman (2022)","https://letterboxd.com/film/the-batman/","The Batman","[{""genres"":""mystery""},{""genres"":""thriller""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/3/4/8/9/1/4/348914-the-batman-0-230-0-345-crop.jpg?v=ec12a8b7ce","3841"
"1678815054-2622","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Girlhood (2014)","https://letterboxd.com/film/girlhood-2014/","Girlhood","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/1/8/9/3/4/0/189340-girlhood-0-230-0-345-crop.jpg?v=b1bfbe6341","3840"
"1678815057-2623","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Affliction (1997)","https://letterboxd.com/film/affliction/","Affliction","[{""genres"":""drama""},{""genres"":""mystery""}]","https://a.ltrbxd.com/resized/film-poster/3/0/9/8/0/30980-affliction-0-230-0-345-crop.jpg?v=09f0781e16","3839"
"1678815059-2624","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Finally, Sunday! (1983)","https://letterboxd.com/film/finally-sunday/","Finally, Sunday!","[{""genres"":""mystery""},{""genres"":""thriller""},{""genres"":""comedy""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/5/0/2/4/1/50241-confidentially-yours-0-230-0-345-crop.jpg?v=83a3a80200","3838"
"1678815061-2625","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Ronia, The Robber's Daughter (1984)","https://letterboxd.com/film/ronia-the-robbers-daughter/","Ronia, The Robber’s Daughter","[{""genres"":""drama""},{""genres"":""adventure""},{""genres"":""fantasy""},{""genres"":""family""}]","https://a.ltrbxd.com/resized/film-poster/5/1/7/8/5/51785-ronia-the-robber-s-daughter-0-230-0-345-crop.jpg?v=e43cc14826","3837"
"1678815064-2626","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Tupac: Resurrection (2003)","https://letterboxd.com/film/tupac-resurrection/","Tupac: Resurrection","[{""genres"":""documentary""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/3/8/3/4/9/38349-tupac-resurrection-0-230-0-345-crop.jpg?v=061e870033","3836"
"1678815066-2627","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Broken Arrow (1950)","https://letterboxd.com/film/broken-arrow/","Broken Arrow","[{""genres"":""western""}]","https://a.ltrbxd.com/resized/film-poster/2/7/1/4/5/27145-broken-arrow-0-230-0-345-crop.jpg?v=8e8cb7c53f","3835"
"1678815068-2628","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Day of the Locust (1975)","https://letterboxd.com/film/the-day-of-the-locust/","The Day of the Locust","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/8/9/4/9/48949-the-day-of-the-locust-0-230-0-345-crop.jpg?v=b6c473b6af","3834"
"1678815071-2629","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Heidi (1937)","https://letterboxd.com/film/heidi/","Heidi","[{""genres"":""drama""},{""genres"":""family""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/3/3/7/5/3/33753-heidi-0-230-0-345-crop.jpg?v=8409b3121c","3833"
"1678815073-2630","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Barbara (2012)","https://letterboxd.com/film/barbara/","Barbara","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/7/4/5/6/1/74561-barbara-0-230-0-345-crop.jpg?v=2e2f4556a7","3832"
"1678815076-2631","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The State of Things (1982)","https://letterboxd.com/film/the-state-of-things/","The State of Things","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/2/0/9/3/32093-the-state-of-things-0-230-0-345-crop.jpg?v=b619c5b2e3","3831"
"1678815078-2632","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Rockstar (2011)","https://letterboxd.com/film/rockstar/","Rockstar","[{""genres"":""drama""},{""genres"":""music""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/6/5/9/2/7/65927-rockstar-0-230-0-345-crop.jpg?v=f896532f7d","3830"
"1678815080-2633","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Bridge of Spies (2015)","https://letterboxd.com/film/bridge-of-spies/","Bridge of Spies","[{""genres"":""thriller""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/xd/r7/gq/zd/nokkbw7qbEj4qISQSWuTqltkaIo-0-230-0-345-crop.jpg?v=a17d6dc837","3829"
"1678815083-2634","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Perks of Being a Wallflower (2012)","https://letterboxd.com/film/the-perks-of-being-a-wallflower/","The Perks of Being a Wallflower","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/zz/o0/mz/sv/fyYncUQh5gUTvxmQ4bigm2DVCv7-0-230-0-345-crop.jpg?v=1188bcf4af","3828"
"1678815085-2635","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Fantastic Mr. Fox (2009)","https://letterboxd.com/film/fantastic-mr-fox/","Fantastic Mr. Fox","[{""genres"":""comedy""},{""genres"":""family""},{""genres"":""animation""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/4/6/3/4/4/46344-fantastic-mr-fox-0-230-0-345-crop.jpg?v=3a2a858065","3827"
"1678815087-2636","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Man Bites Dog (1992)","https://letterboxd.com/film/man-bites-dog/","Man Bites Dog","[{""genres"":""crime""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/sm/upload/d2/md/ae/p6/man-bites-dog-0-230-0-345-crop.jpg?v=822ca7a413","3826"
"1678815090-2637","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Elvira Madigan (1967)","https://letterboxd.com/film/elvira-madigan/","Elvira Madigan","[{""genres"":""history""},{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/2/3/9/8/22398-elvira-madigan-0-230-0-345-crop.jpg?v=00845cb92c","3825"
"1678815092-2638","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Match Point (2005)","https://letterboxd.com/film/match-point/","Match Point","[{""genres"":""drama""},{""genres"":""crime""},{""genres"":""thriller""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/sm/upload/eo/7s/o4/fc/80iHkrFzNxbSxlfMaLaNkGFRK2r-0-230-0-345-crop.jpg?v=ef638e0885","3824"
"1678815094-2639","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Eega (2012)","https://letterboxd.com/film/eega/","Eega","[{""genres"":""action""},{""genres"":""comedy""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/film-poster/1/1/1/9/7/1/111971-eega-0-230-0-345-crop.jpg?v=292b3695b2","3823"
"1678815097-2640","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Amar Akbar Anthony (1977)","https://letterboxd.com/film/amar-akbar-anthony/","Amar Akbar Anthony","[{""genres"":""drama""},{""genres"":""action""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/2/6/5/0/6/26506-amar-akbar-anthony-0-230-0-345-crop.jpg?v=48859f9acc","3822"
"1678815099-2641","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Love Jones (1997)","https://letterboxd.com/film/love-jones/","Love Jones","[{""genres"":""comedy""},{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/4/6/2/0/34620-love-jones-0-230-0-345-crop.jpg?v=601f1660d7","3821"
"1678815101-2642","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Hidden Figures (2016)","https://letterboxd.com/film/hidden-figures/","Hidden Figures","[{""genres"":""drama""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/3/1/6/3/1/2/316312-hidden-figures-0-230-0-345-crop.jpg?v=d40f6cc31a","3820"
"1678815104-2643","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Internet's Own Boy: The Story of Aaron Swartz (2014)","https://letterboxd.com/film/the-internets-own-boy-the-story-of-aaron-swartz/","The Internet’s Own Boy: The Story of Aaron Swartz","[{""genres"":""documentary""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/1/7/4/9/8/0/174980-the-internet-s-own-boy-the-story-of-aaron-swartz-0-230-0-345-crop.jpg?v=49c5360f1a","3819"
