web-scraper-order,web-scraper-start-url,films,films-href,title,genres,image-src,number
"1678809915-1533","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Citizen X (1995)","https://letterboxd.com/film/citizen-x/","Citizen X","[{""genres"":""crime""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/4/4/8/3/44483-citizen-x-0-230-0-345-crop.jpg?v=9dd5630e2d","4929"
"1678809918-1534","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Those Happy Days (2006)","https://letterboxd.com/film/those-happy-days/","Those Happy Days","[{""genres"":""family""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/9/8/6/3/39863-those-happy-days-0-230-0-345-crop.jpg?v=4c333c2a74","4928"
"1678809920-1535","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Immortal Beloved (1994)","https://letterboxd.com/film/immortal-beloved/","Immortal Beloved","[{""genres"":""drama""},{""genres"":""music""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/4/3/6/6/6/43666-immortal-beloved-0-230-0-345-crop.jpg?v=7cc2f3bd5f","4927"
"1678809922-1536","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Donovan's Reef (1963)","https://letterboxd.com/film/donovans-reef/","Donovan’s Reef","[{""genres"":""adventure""},{""genres"":""comedy""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/4/2/0/2/8/42028-donovan-s-reef-0-230-0-345-crop.jpg?v=69e49ade7a","4926"
"1678809925-1537","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Insult (2017)","https://letterboxd.com/film/the-insult/","The Insult","[{""genres"":""drama""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/3/9/9/7/6/7/399767-the-insult-0-230-0-345-crop.jpg?v=9ce76a2bbf","4925"
"1678809927-1538","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Tales of Terror (1962)","https://letterboxd.com/film/tales-of-terror/","Tales of Terror","[{""genres"":""horror""},{""genres"":""mystery""},{""genres"":""comedy""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/3/3/1/6/2/33162-tales-of-terror-0-230-0-345-crop.jpg?v=ae33efc35a","4924"
"1678809930-1539","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Spanish Prisoner (1997)","https://letterboxd.com/film/the-spanish-prisoner/","The Spanish Prisoner","[{""genres"":""thriller""},{""genres"":""drama""},{""genres"":""mystery""}]","https://a.ltrbxd.com/resized/sm/upload/xo/2f/ch/o3/vHsNDq4FaNt4XGIjNxcB8fWtCSw-0-230-0-345-crop.jpg?v=095328fe00","4923"
"1678809932-1540","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Knack... and How to Get It (1965)","https://letterboxd.com/film/the-knack-and-how-to-get-it/","The Knack… and How to Get It","[{""genres"":""romance""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/2/2/3/4/7/22347-the-knack-and-how-to-get-it-0-230-0-345-crop.jpg?v=f78c70cd25","4922"
"1678809934-1541","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Docks of New York (1928)","https://letterboxd.com/film/the-docks-of-new-york/","The Docks of New York","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/1/2/6/7/51267-the-docks-of-new-york-0-230-0-345-crop.jpg?v=01f5ab9c7d","4921"
"1678809936-1542","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","It Might Get Loud (2008)","https://letterboxd.com/film/it-might-get-loud/","It Might Get Loud","[{""genres"":""music""},{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/3/7/8/6/0/37860-it-might-get-loud-0-230-0-345-crop.jpg?v=d54749fbbc","4920"
"1678809939-1543","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","State of Grace (1990)","https://letterboxd.com/film/state-of-grace/","State of Grace","[{""genres"":""crime""},{""genres"":""thriller""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/0/8/8/0/50880-state-of-grace-0-230-0-345-crop.jpg?v=37d70ea8f2","4919"
"1678809941-1544","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Raazi (2018)","https://letterboxd.com/film/raazi/","Raazi","[{""genres"":""drama""},{""genres"":""action""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/4/2/2/0/5/3/422053-raazi-0-230-0-345-crop.jpg?v=90b85bb42d","4918"
"1678809944-1545","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Good Vibrations (2012)","https://letterboxd.com/film/good-vibrations/","Good Vibrations","[{""genres"":""drama""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/1/0/1/4/6/0/101460-good-vibrations-0-230-0-345-crop.jpg?v=782b719d83","4917"
"1678809946-1546","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Silk Stockings (1957)","https://letterboxd.com/film/silk-stockings/","Silk Stockings","[{""genres"":""comedy""},{""genres"":""romance""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/2/1/9/0/7/21907-silk-stockings-0-230-0-345-crop.jpg?v=355ba25b28","4916"
"1678809949-1547","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Opera (1987)","https://letterboxd.com/film/opera/","Opera","[{""genres"":""horror""},{""genres"":""thriller""},{""genres"":""mystery""}]","https://a.ltrbxd.com/resized/film-poster/3/9/2/2/6/39226-opera-0-230-0-345-crop.jpg?v=2c8f105685","4915"
"1678809951-1548","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Deathdream (1974)","https://letterboxd.com/film/deathdream/","Deathdream","[{""genres"":""horror""}]","https://a.ltrbxd.com/resized/sm/upload/6h/hx/2c/ia/botMIP1WgY1E0SzYUqreBOEgiyc-0-230-0-345-crop.jpg?v=317342b5bd","4914"
"1678809954-1549","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","7 Boxes (2012)","https://letterboxd.com/film/7-boxes/","7 Boxes","[{""genres"":""thriller""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/9/9/7/7/3/99773-7-boxes-0-230-0-345-crop.jpg?v=c2f607e032","4913"
"1678809956-1550","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Strange Ones (1950)","https://letterboxd.com/film/the-strange-ones-1950/","The Strange Ones","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/2/4/1/0/42410-les-enfants-terribles-0-230-0-345-crop.jpg?v=ab368ef67c","4912"
"1678809959-1551","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Indiscreet (1958)","https://letterboxd.com/film/indiscreet-1958/","Indiscreet","[{""genres"":""romance""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/7/6/5/0/37650-indiscreet-0-230-0-345-crop.jpg?v=ba86a6284a","4911"
"1678809961-1552","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Impossible (2012)","https://letterboxd.com/film/the-impossible/","The Impossible","[{""genres"":""thriller""},{""genres"":""adventure""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/3s/us/9m/yz/s2fKqwIHPmZZOSZZdoHWfeXfl3o-0-230-0-345-crop.jpg?v=9f3c8b61a9","4910"
"1678809964-1553","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Jesus' Son (1999)","https://letterboxd.com/film/jesus-son/","Jesus’ Son","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/3/5/9/1/3/35913-jesus-son-0-230-0-345-crop.jpg?v=5e97f80c63","4909"
"1678809966-1554","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","End of Watch (2012)","https://letterboxd.com/film/end-of-watch/","End of Watch","[{""genres"":""crime""},{""genres"":""drama""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/6/3/4/6/2/63462-end-of-watch-0-230-0-345-crop.jpg?v=da5e26db65","4908"
"1678809968-1555","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Tune in for Love (2019)","https://letterboxd.com/film/tune-in-for-love/","Tune in for Love","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/4/9/8/9/1/9/498919-tune-in-for-love-0-230-0-345-crop.jpg?v=62631d8368","4907"
"1678809970-1556","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Midnight Runners (2017)","https://letterboxd.com/film/midnight-runners/","Midnight Runners","[{""genres"":""action""},{""genres"":""comedy""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/3/8/5/2/5/7/385257-midnight-runners-0-230-0-345-crop.jpg?v=21949ec75a","4906"
"1678809972-1557","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Other Side of Hope (2017)","https://letterboxd.com/film/the-other-side-of-hope/","The Other Side of Hope","[{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/6/2/3/6/3/362363-the-other-side-of-hope-0-230-0-345-crop.jpg?v=fe998d2c36","4905"
"1678809975-1558","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Lemon Tree (2008)","https://letterboxd.com/film/lemon-tree/","Lemon Tree","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/7/9/7/0/47970-lemon-tree-0-230-0-345-crop.jpg?v=d4468f94a9","4904"
"1678809977-1559","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Witch (2015)","https://letterboxd.com/film/the-witch-2015/","The Witch","[{""genres"":""drama""},{""genres"":""mystery""},{""genres"":""horror""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/sm/upload/y2/i8/9s/h1/tNr2KYytArZNSh0K8PUcHU3JnX4-0-230-0-345-crop.jpg?v=45f739a242","4903"
"1678809979-1560","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","Candyman (1992)","https://letterboxd.com/film/candyman/","Candyman","[{""genres"":""drama""},{""genres"":""thriller""},{""genres"":""horror""}]","https://a.ltrbxd.com/resized/sm/upload/hs/ok/6b/1z/w5YQqrwzreHfa7RmXCB7rpLLxbe-0-230-0-345-crop.jpg?v=bd68374729","4902"
"1678809982-1561","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/50","The Man of the Year (2003)","https://letterboxd.com/film/the-man-of-the-year/","The Man of the Year","[{""genres"":""crime""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/7/7/2/2/47722-the-man-of-the-year-0-230-0-345-crop.jpg?v=ca0a346393","4901"
"1678810573-1562","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","A Snake of June (2002)","https://letterboxd.com/film/a-snake-of-june/","A Snake of June","[{""genres"":""romance""},{""genres"":""thriller""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/9/7/9/0/29790-a-snake-of-june-0-230-0-345-crop.jpg?v=4605141b8c","4900"
"1678810575-1563","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Harry Potter and the Order of the Phoenix (2007)","https://letterboxd.com/film/harry-potter-and-the-order-of-the-phoenix/","Harry Potter and the Order of the Phoenix","[{""genres"":""mystery""},{""genres"":""fantasy""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/sm/upload/wd/w4/n0/yj/g6n8G0xPnBVUIKKK41sNmbZB5h4-0-230-0-345-crop.jpg?v=57af08b652","4899"
"1678810577-1564","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","The Count of Monte Cristo (2002)","https://letterboxd.com/film/the-count-of-monte-cristo-2002/","The Count of Monte Cristo","[{""genres"":""adventure""},{""genres"":""drama""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/4/5/3/7/2/45372-the-count-of-monte-cristo-0-230-0-345-crop.jpg?v=6b0dfe281a","4898"
"1678810580-1565","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Red Cliff (2008)","https://letterboxd.com/film/red-cliff/","Red Cliff","[{""genres"":""adventure""},{""genres"":""drama""},{""genres"":""history""},{""genres"":""action""},{""genres"":""war""}]","https://a.ltrbxd.com/resized/film-poster/4/4/6/3/1/44631-red-cliff-0-230-0-345-crop.jpg?v=dd50afc754","4897"
"1678810583-1566","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Mud (2012)","https://letterboxd.com/film/mud/","Mud","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/8/4/1/1/9/84119-mud-0-230-0-345-crop.jpg?v=d6763c64c3","4896"
"1678810585-1567","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Forgotten (2017)","https://letterboxd.com/film/forgotten-2017/","Forgotten","[{""genres"":""mystery""},{""genres"":""thriller""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/1/9/2/7/9/419279-forgotten-0-230-0-345-crop.jpg?v=edb998d4b0","4895"
"1678810587-1568","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Mrs Brown (1997)","https://letterboxd.com/film/mrs-brown/","Mrs Brown","[{""genres"":""romance""},{""genres"":""drama""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/4/0/9/0/8/40908-mrs-brown-0-230-0-345-crop.jpg?v=beb5f5555a","4894"
"1678810590-1569","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Booksmart (2019)","https://letterboxd.com/film/booksmart/","Booksmart","[{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/3/5/4/5/0/435450-booksmart-0-230-0-345-crop.jpg?v=5930d440be","4893"
"1678810592-1570","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Keane (2004)","https://letterboxd.com/film/keane/","Keane","[{""genres"":""drama""},{""genres"":""mystery""}]","https://a.ltrbxd.com/resized/film-poster/4/3/8/6/6/43866-keane-0-230-0-345-crop.jpg?v=70e8f716df","4892"
"1678810595-1571","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Death of a Salesman (1985)","https://letterboxd.com/film/death-of-a-salesman/","Death of a Salesman","[{""genres"":""drama""},{""genres"":""tv-movie""}]","https://a.ltrbxd.com/resized/film-poster/4/4/4/2/6/44426-death-of-a-salesman-0-230-0-345-crop.jpg?v=105c99f69a","4891"
"1678810597-1572","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Guardians of the Galaxy (2014)","https://letterboxd.com/film/guardians-of-the-galaxy/","Guardians of the Galaxy","[{""genres"":""adventure""},{""genres"":""action""},{""genres"":""science-fiction""}]","https://a.ltrbxd.com/resized/film-poster/9/3/6/7/6/93676-guardians-of-the-galaxy-0-230-0-345-crop.jpg?v=3cc8cb967f","4890"
"1678810600-1573","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Mr & Mme Adelman (2017)","https://letterboxd.com/film/mr-mme-adelman/","Mr & Mme Adelman","[{""genres"":""drama""},{""genres"":""romance""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/6/5/0/7/0/365070-mr-mme-adelman-0-230-0-345-crop.jpg?v=64424adec1","4889"
"1678810602-1574","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Taboo (1999)","https://letterboxd.com/film/taboo-1999/","Taboo","[{""genres"":""thriller""},{""genres"":""drama""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/3/8/8/9/7/38897-taboo-0-230-0-345-crop.jpg?v=a357cf5b56","4888"
"1678810605-1575","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","The Embalmer (2002)","https://letterboxd.com/film/the-embalmer/","The Embalmer","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/2/8/6/4/9/28649-the-embalmer-0-230-0-345-crop.jpg?v=ce49967188","4887"
"1678810607-1576","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Dawn of the Planet of the Apes (2014)","https://letterboxd.com/film/dawn-of-the-planet-of-the-apes/","Dawn of the Planet of the Apes","[{""genres"":""drama""},{""genres"":""action""},{""genres"":""science-fiction""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/9/4/3/9/4/94394-dawn-of-the-planet-of-the-apes-0-230-0-345-crop.jpg?v=29a00ba752","4886"
"1678810610-1577","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","My Hero Academia: Heroes Rising (2019)","https://letterboxd.com/film/my-hero-academia-heroes-rising/","My Hero Academia: Heroes Rising","[{""genres"":""action""},{""genres"":""fantasy""},{""genres"":""adventure""},{""genres"":""animation""}]","https://a.ltrbxd.com/resized/film-poster/5/2/0/0/3/6/520036-my-hero-academia-heroes-rising-0-230-0-345-crop.jpg?v=ebe140a1f6","4885"
"1678810612-1578","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","The Great Waldo Pepper (1975)","https://letterboxd.com/film/the-great-waldo-pepper/","The Great Waldo Pepper","[{""genres"":""adventure""},{""genres"":""action""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/9/4/4/2/39442-the-great-waldo-pepper-0-230-0-345-crop.jpg?v=09e0759a34","4884"
"1678810615-1579","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","Les carabiniers (1963)","https://letterboxd.com/film/les-carabiniers/","Les carabiniers","[{""genres"":""war""},{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/1/3/1/9/2/13192-les-carabiniers-0-230-0-345-crop.jpg?v=6492dbd5ca","4883"
"1678810617-1580","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/49","The Avengers (2012)","https://letterboxd.com/film/the-avengers-2012/","The Avengers","[{""genres"":""science-fiction""},{""genres"":""adventure""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/sm/upload/10/u6/42/pa/cezWGskPY5x7GaglTTRN4Fugfb8-0-230-0-345-crop.jpg?v=9ec74891d9","4882"
